1621344332362617344,-0.00372,0.00190,0.00019,0.96634,0.03657,0.00812,0.25454,-0.00962,-0.01220,-0.00318,
1621344332429361152,-0.00604,0.00438,0.00013,0.96239,0.03400,0.00601,0.26946,-0.01599,-0.01970,0.00202,
1621344332562706176,-0.00960,0.00333,0.00172,0.95334,0.03126,0.00282,0.30025,-0.03506,-0.03625,0.01375,
1621344332629545216,-0.01109,0.00298,0.00186,0.94899,0.02882,0.00294,0.31398,-0.04326,-0.03650,0.00097,
1621344332762699008,-0.00590,0.00308,0.00061,0.93993,0.01647,-0.00314,0.34095,-0.01776,-0.02251,0.00023,
1621344332829485056,-0.00370,0.00615,0.00052,0.93518,0.00607,-0.00636,0.35407,-0.00454,0.00175,0.00178,
1621344332962579200,-0.00375,0.00680,0.00051,0.92447,0.00316,-0.00799,0.38115,-0.00118,0.00602,-0.00323,
1621344333029356288,-0.00384,0.00727,0.00036,0.91894,0.00311,-0.00832,0.39429,-0.00004,0.00230,0.00289,
1621344333162876160,-0.00424,0.00774,0.00025,0.90765,0.00368,-0.01046,0.41959,0.00192,-0.00003,0.00296,
1621344333229476096,-0.00439,0.00797,0.00029,0.90289,0.00337,-0.01227,0.42968,0.00295,-0.00363,0.00150,
1621344333329555200,-0.00431,0.00829,0.00032,0.89913,0.00336,-0.01498,0.43741,0.00150,-0.00418,-0.00203,
1621344333429455104,-0.00402,0.00868,0.00022,0.90087,0.00401,-0.01732,0.43373,0.00581,-0.00168,-0.00098,
1621344333562776064,-0.00386,0.00877,0.00035,0.91123,0.00669,-0.02183,0.41127,0.00134,-0.01071,0.00289,
1621344333629310976,-0.00372,0.00821,0.00056,0.91723,0.00510,-0.02317,0.39766,0.00316,-0.01635,0.00060,
1621344333762957056,-0.00340,0.00710,0.00057,0.93409,0.00421,-0.02522,0.35612,0.00460,-0.01856,-0.00584,
1621344333829515264,-0.00324,0.00746,0.00029,0.94430,0.00246,-0.02661,0.32800,0.00002,-0.01350,-0.00043,
1621344333962906112,-0.00421,0.00516,0.00113,0.96246,0.00276,-0.03122,0.26962,-0.01058,-0.02659,0.01299,
1621344334029240064,-0.00522,0.00368,0.00159,0.97039,0.00442,-0.03455,0.23902,-0.02242,-0.03079,0.01195,
1621344334162935296,-0.01003,0.00035,0.00247,0.98306,0.00767,-0.03941,0.17886,-0.04731,-0.02498,0.00805,
1621344334229196032,-0.01329,-0.00217,0.00322,0.98781,0.00989,-0.04076,0.14992,-0.06119,-0.01956,0.00936,
1621344334362759168,-0.02129,-0.00649,0.00472,0.99426,0.00928,-0.04718,0.09557,-0.07847,-0.01780,0.00962,
1621344334429381120,-0.02500,-0.00979,0.00483,0.99639,0.00878,-0.04993,0.06808,-0.08557,-0.02605,0.01125,
1621344334562776064,-0.03488,-0.01489,0.00617,0.99853,0.00953,-0.05229,0.01076,-0.08985,-0.03590,0.01356,
1621344334629467136,-0.03998,-0.01933,0.00611,0.99824,0.00859,-0.05579,-0.01806,-0.09645,-0.03888,0.00607,
1621344334762698240,-0.05134,-0.02188,0.00599,0.99608,0.00355,-0.05547,-0.06882,-0.11656,-0.01261,-0.00509,
1621344334829625088,-0.06034,-0.02310,0.00548,0.99377,0.00071,-0.05652,-0.09600,-0.13254,-0.00918,-0.00637,
1621344334962806272,-0.08595,-0.02906,0.00524,0.98673,-0.00404,-0.05911,-0.15120,-0.18060,-0.01156,0.00499,
1621344335029547264,-0.10171,-0.03520,0.00650,0.98232,-0.00431,-0.05930,-0.17753,-0.19995,-0.01622,0.02324,
1621344335129659136,-0.12501,-0.04157,0.00964,0.97456,-0.00426,-0.06052,-0.21578,-0.22295,-0.02995,0.04041,
1621344335229622016,-0.14704,-0.04688,0.01275,0.96496,-0.00178,-0.06365,-0.25457,-0.24822,-0.03953,0.04637,
1621344335362834176,-0.17976,-0.05507,0.01786,0.95133,-0.00008,-0.06665,-0.30087,-0.27960,-0.06318,0.04164,
1621344335429517312,-0.19943,-0.06312,0.01879,0.94435,0.00044,-0.06885,-0.32165,-0.30593,-0.08313,0.03388,
1621344335563094016,-0.23761,-0.07788,0.02008,0.92916,-0.00270,-0.07104,-0.36277,-0.34407,-0.11891,0.02371,
1621344335629537024,-0.25301,-0.08561,0.01993,0.92105,-0.00347,-0.06998,-0.38309,-0.35685,-0.14232,0.01404,
1621344335763023104,-0.29877,-0.10920,0.01958,0.90528,-0.00075,-0.06972,-0.41906,-0.39630,-0.20345,0.00291,
1621344335829383168,-0.32663,-0.12967,0.01682,0.89650,-0.00031,-0.06986,-0.43751,-0.41479,-0.24959,-0.00841,
1621344335962959104,-0.37332,-0.17309,0.00990,0.87787,-0.00226,-0.06853,-0.47396,-0.45151,-0.33135,-0.02622,
1621344336029483008,-0.38899,-0.20072,0.00554,0.86879,-0.00048,-0.06778,-0.49052,-0.46317,-0.38308,-0.01749,
1621344336163002368,-0.41077,-0.25783,0.00052,0.84857,0.00375,-0.06734,-0.52476,-0.46346,-0.46357,0.00322,
1621344336229416192,-0.36595,-0.28498,-0.00255,0.83840,0.00579,-0.06553,-0.54107,-0.37017,-0.49913,0.00018,
1621344336362919168,-0.38258,-0.35026,-0.00374,0.82039,0.00636,-0.06276,-0.56831,-0.37377,-0.53295,-0.00976,
1621344336429515008,-0.40435,-0.38707,-0.00427,0.81185,0.00514,-0.06097,-0.58065,-0.39650,-0.54809,-0.02054,
1621344336562719232,-0.46095,-0.45912,-0.01260,0.79221,0.00183,-0.05526,-0.60773,-0.44626,-0.58007,-0.04896,
1621344336629815040,-0.48557,-0.49542,-0.02054,0.78117,0.00011,-0.05142,-0.62220,-0.45964,-0.59514,-0.05472,
1621344336762907392,-0.54687,-0.56745,-0.03338,0.76128,-0.00272,-0.04610,-0.64678,-0.49474,-0.62368,-0.04339,
